mainline_id,total_dates,tc_dates,dw_dates,tc_windows,persistence_label
801010.SI,61,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801030.SI,61,0,21,0,BACKGROUND_ONLY_AFTER_POOL
801040.SI,61,0,34,0,BACKGROUND_ONLY_AFTER_POOL
801050.SI,61,0,20,0,BACKGROUND_ONLY_AFTER_POOL
801080.SI,61,0,23,0,BACKGROUND_ONLY_AFTER_POOL
801110.SI,61,0,26,0,BACKGROUND_ONLY_AFTER_POOL
801120.SI,61,0,28,0,BACKGROUND_ONLY_AFTER_POOL
801130.SI,61,0,29,0,BACKGROUND_ONLY_AFTER_POOL
801140.SI,60,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801150.SI,61,0,21,0,BACKGROUND_ONLY_AFTER_POOL
801160.SI,59,0,23,0,BACKGROUND_ONLY_AFTER_POOL
801170.SI,61,0,23,0,BACKGROUND_ONLY_AFTER_POOL
801180.SI,61,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801200.SI,61,0,26,0,BACKGROUND_ONLY_AFTER_POOL
801210.SI,60,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801230.SI,53,0,53,0,BACKGROUND_ONLY_AFTER_POOL
801710.SI,61,0,28,0,BACKGROUND_ONLY_AFTER_POOL
801720.SI,61,0,26,0,BACKGROUND_ONLY_AFTER_POOL
801730.SI,61,0,23,0,BACKGROUND_ONLY_AFTER_POOL
801740.SI,61,0,26,0,BACKGROUND_ONLY_AFTER_POOL
801750.SI,61,0,29,0,BACKGROUND_ONLY_AFTER_POOL
801760.SI,61,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801770.SI,61,0,28,0,BACKGROUND_ONLY_AFTER_POOL
801780.SI,31,0,10,0,BACKGROUND_ONLY_AFTER_POOL
801790.SI,56,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801880.SI,61,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801890.SI,61,0,31,0,BACKGROUND_ONLY_AFTER_POOL
801950.SI,47,0,20,0,BACKGROUND_ONLY_AFTER_POOL
801960.SI,54,0,24,0,BACKGROUND_ONLY_AFTER_POOL
801970.SI,61,0,25,0,BACKGROUND_ONLY_AFTER_POOL
801980.SI,31,0,16,0,BACKGROUND_ONLY_AFTER_POOL
850111.SI,74,0,62,0,BACKGROUND_ONLY_AFTER_POOL
850113.SI,122,0,120,0,BACKGROUND_ONLY_AFTER_POOL
850122.SI,56,0,56,0,BACKGROUND_ONLY_AFTER_POOL
850135.SI,212,0,148,0,BACKGROUND_ONLY_AFTER_POOL
850136.SI,46,0,45,0,BACKGROUND_ONLY_AFTER_POOL
850142.SI,43,0,42,0,BACKGROUND_ONLY_AFTER_POOL
850151.SI,23,0,22,0,BACKGROUND_ONLY_AFTER_POOL
850152.SI,112,0,112,0,BACKGROUND_ONLY_AFTER_POOL
850154.SI,91,0,77,0,BACKGROUND_ONLY_AFTER_POOL
850172.SI,128,0,128,0,BACKGROUND_ONLY_AFTER_POOL
850173.SI,100,0,87,0,BACKGROUND_ONLY_AFTER_POOL
850181.SI,147,0,138,0,BACKGROUND_ONLY_AFTER_POOL
850232.SI,59,0,58,0,BACKGROUND_ONLY_AFTER_POOL
850233.SI,5,0,5,0,BACKGROUND_ONLY_AFTER_POOL
850322.SI,208,0,189,0,BACKGROUND_ONLY_AFTER_POOL
850323.SI,109,0,87,0,BACKGROUND_ONLY_AFTER_POOL
850324.SI,169,1,164,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850325.SI,209,0,207,0,BACKGROUND_ONLY_AFTER_POOL
850326.SI,155,0,151,0,BACKGROUND_ONLY_AFTER_POOL
850331.SI,251,0,251,0,BACKGROUND_ONLY_AFTER_POOL
850332.SI,64,0,54,0,BACKGROUND_ONLY_AFTER_POOL
850333.SI,196,1,114,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850335.SI,172,0,145,0,BACKGROUND_ONLY_AFTER_POOL
850337.SI,162,0,140,0,BACKGROUND_ONLY_AFTER_POOL
850338.SI,113,0,106,0,BACKGROUND_ONLY_AFTER_POOL
850339.SI,244,0,114,0,BACKGROUND_ONLY_AFTER_POOL
850341.SI,100,0,87,0,BACKGROUND_ONLY_AFTER_POOL
850343.SI,158,0,156,0,BACKGROUND_ONLY_AFTER_POOL
850351.SI,156,0,127,0,BACKGROUND_ONLY_AFTER_POOL
850353.SI,163,0,143,0,BACKGROUND_ONLY_AFTER_POOL
850354.SI,138,0,133,0,BACKGROUND_ONLY_AFTER_POOL
850355.SI,188,0,165,0,BACKGROUND_ONLY_AFTER_POOL
850362.SI,61,0,55,0,BACKGROUND_ONLY_AFTER_POOL
850363.SI,140,0,133,0,BACKGROUND_ONLY_AFTER_POOL
850372.SI,115,0,115,0,BACKGROUND_ONLY_AFTER_POOL
850381.SI,118,0,86,0,BACKGROUND_ONLY_AFTER_POOL
850382.SI,52,0,47,0,BACKGROUND_ONLY_AFTER_POOL
850442.SI,227,1,225,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850521.SI,221,0,205,0,BACKGROUND_ONLY_AFTER_POOL
850522.SI,159,0,135,0,BACKGROUND_ONLY_AFTER_POOL
850523.SI,64,0,64,0,BACKGROUND_ONLY_AFTER_POOL
850531.SI,83,0,52,0,BACKGROUND_ONLY_AFTER_POOL
850544.SI,153,0,100,0,BACKGROUND_ONLY_AFTER_POOL
850551.SI,257,0,178,0,BACKGROUND_ONLY_AFTER_POOL
850552.SI,204,0,201,0,BACKGROUND_ONLY_AFTER_POOL
850553.SI,251,0,206,0,BACKGROUND_ONLY_AFTER_POOL
850614.SI,244,1,202,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850615.SI,142,0,137,0,BACKGROUND_ONLY_AFTER_POOL
850616.SI,65,0,56,0,BACKGROUND_ONLY_AFTER_POOL
850623.SI,119,0,119,0,BACKGROUND_ONLY_AFTER_POOL
850702.SI,140,0,124,0,BACKGROUND_ONLY_AFTER_POOL
850703.SI,258,0,138,0,BACKGROUND_ONLY_AFTER_POOL
850711.SI,220,1,144,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850713.SI,196,0,164,0,BACKGROUND_ONLY_AFTER_POOL
850715.SI,225,0,201,0,BACKGROUND_ONLY_AFTER_POOL
850716.SI,235,1,131,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850721.SI,112,0,97,0,BACKGROUND_ONLY_AFTER_POOL
850725.SI,240,0,111,0,BACKGROUND_ONLY_AFTER_POOL
850726.SI,81,0,81,0,BACKGROUND_ONLY_AFTER_POOL
850727.SI,257,0,123,0,BACKGROUND_ONLY_AFTER_POOL
850728.SI,132,0,127,0,BACKGROUND_ONLY_AFTER_POOL
850731.SI,232,0,127,0,BACKGROUND_ONLY_AFTER_POOL
850741.SI,194,0,190,0,BACKGROUND_ONLY_AFTER_POOL
850751.SI,258,1,132,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850771.SI,241,0,181,0,BACKGROUND_ONLY_AFTER_POOL
850772.SI,78,0,78,0,BACKGROUND_ONLY_AFTER_POOL
850781.SI,148,0,113,0,BACKGROUND_ONLY_AFTER_POOL
850782.SI,140,0,123,0,BACKGROUND_ONLY_AFTER_POOL
850783.SI,221,0,211,0,BACKGROUND_ONLY_AFTER_POOL
850784.SI,142,0,128,0,BACKGROUND_ONLY_AFTER_POOL
850812.SI,119,0,103,0,BACKGROUND_ONLY_AFTER_POOL
850813.SI,148,1,103,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850814.SI,216,0,105,0,BACKGROUND_ONLY_AFTER_POOL
850815.SI,179,0,116,0,BACKGROUND_ONLY_AFTER_POOL
850817.SI,143,0,134,0,BACKGROUND_ONLY_AFTER_POOL
850818.SI,130,0,109,0,BACKGROUND_ONLY_AFTER_POOL
850822.SI,239,0,175,0,BACKGROUND_ONLY_AFTER_POOL
850823.SI,122,0,92,0,BACKGROUND_ONLY_AFTER_POOL
850831.SI,243,0,147,0,BACKGROUND_ONLY_AFTER_POOL
850832.SI,191,1,136,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850833.SI,166,0,132,0,BACKGROUND_ONLY_AFTER_POOL
850841.SI,252,0,200,0,BACKGROUND_ONLY_AFTER_POOL
850853.SI,84,0,75,0,BACKGROUND_ONLY_AFTER_POOL
850854.SI,257,0,123,0,BACKGROUND_ONLY_AFTER_POOL
850861.SI,155,0,84,0,BACKGROUND_ONLY_AFTER_POOL
850912.SI,150,0,150,0,BACKGROUND_ONLY_AFTER_POOL
850913.SI,49,0,48,0,BACKGROUND_ONLY_AFTER_POOL
850922.SI,241,1,181,1,PRECURSOR_THEN_SINGLE_COLLAPSE
850923.SI,258,0,103,0,BACKGROUND_ONLY_AFTER_POOL
850924.SI,164,0,126,0,BACKGROUND_ONLY_AFTER_POOL
850925.SI,257,0,135,0,BACKGROUND_ONLY_AFTER_POOL
850926.SI,228,0,134,0,BACKGROUND_ONLY_AFTER_POOL
850935.SI,38,0,35,0,BACKGROUND_ONLY_AFTER_POOL
850936.SI,123,0,76,0,BACKGROUND_ONLY_AFTER_POOL
850952.SI,39,0,39,0,BACKGROUND_ONLY_AFTER_POOL
851024.SI,250,0,223,0,BACKGROUND_ONLY_AFTER_POOL
851025.SI,98,0,98,0,BACKGROUND_ONLY_AFTER_POOL
851026.SI,181,0,143,0,BACKGROUND_ONLY_AFTER_POOL
851027.SI,147,0,143,0,BACKGROUND_ONLY_AFTER_POOL
851041.SI,258,0,111,0,BACKGROUND_ONLY_AFTER_POOL
851042.SI,176,0,119,0,BACKGROUND_ONLY_AFTER_POOL
851112.SI,223,0,223,0,BACKGROUND_ONLY_AFTER_POOL
851116.SI,201,0,201,0,BACKGROUND_ONLY_AFTER_POOL
851122.SI,220,0,217,0,BACKGROUND_ONLY_AFTER_POOL
851131.SI,40,0,26,0,BACKGROUND_ONLY_AFTER_POOL
851141.SI,144,0,143,0,BACKGROUND_ONLY_AFTER_POOL
851151.SI,198,0,182,0,BACKGROUND_ONLY_AFTER_POOL
851161.SI,239,0,218,0,BACKGROUND_ONLY_AFTER_POOL
851232.SI,177,0,177,0,BACKGROUND_ONLY_AFTER_POOL
851233.SI,64,0,59,0,BACKGROUND_ONLY_AFTER_POOL
851241.SI,226,0,214,0,BACKGROUND_ONLY_AFTER_POOL
851242.SI,74,0,65,0,BACKGROUND_ONLY_AFTER_POOL
851243.SI,97,0,92,0,BACKGROUND_ONLY_AFTER_POOL
851246.SI,42,0,35,0,BACKGROUND_ONLY_AFTER_POOL
851247.SI,92,0,85,0,BACKGROUND_ONLY_AFTER_POOL
851251.SI,230,0,230,0,BACKGROUND_ONLY_AFTER_POOL
851271.SI,98,0,97,0,BACKGROUND_ONLY_AFTER_POOL
851281.SI,151,0,119,0,BACKGROUND_ONLY_AFTER_POOL
851282.SI,28,0,19,0,BACKGROUND_ONLY_AFTER_POOL
851312.SI,186,0,175,0,BACKGROUND_ONLY_AFTER_POOL
851314.SI,37,0,37,0,BACKGROUND_ONLY_AFTER_POOL
851315.SI,102,0,102,0,BACKGROUND_ONLY_AFTER_POOL
851316.SI,131,1,105,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851325.SI,184,0,181,0,BACKGROUND_ONLY_AFTER_POOL
851326.SI,58,0,52,0,BACKGROUND_ONLY_AFTER_POOL
851329.SI,192,0,110,0,BACKGROUND_ONLY_AFTER_POOL
851331.SI,84,0,62,0,BACKGROUND_ONLY_AFTER_POOL
851412.SI,107,0,83,0,BACKGROUND_ONLY_AFTER_POOL
851413.SI,148,0,135,0,BACKGROUND_ONLY_AFTER_POOL
851422.SI,94,0,93,0,BACKGROUND_ONLY_AFTER_POOL
851423.SI,106,0,100,0,BACKGROUND_ONLY_AFTER_POOL
851424.SI,97,0,97,0,BACKGROUND_ONLY_AFTER_POOL
851425.SI,158,0,108,0,BACKGROUND_ONLY_AFTER_POOL
851436.SI,185,0,157,0,BACKGROUND_ONLY_AFTER_POOL
851437.SI,53,0,37,0,BACKGROUND_ONLY_AFTER_POOL
851438.SI,76,0,64,0,BACKGROUND_ONLY_AFTER_POOL
851439.SI,160,0,149,0,BACKGROUND_ONLY_AFTER_POOL
851452.SI,141,0,103,0,BACKGROUND_ONLY_AFTER_POOL
851491.SI,198,0,128,0,BACKGROUND_ONLY_AFTER_POOL
851511.SI,253,0,141,0,BACKGROUND_ONLY_AFTER_POOL
851512.SI,255,0,110,0,BACKGROUND_ONLY_AFTER_POOL
851521.SI,258,0,111,0,BACKGROUND_ONLY_AFTER_POOL
851522.SI,138,0,136,0,BACKGROUND_ONLY_AFTER_POOL
851523.SI,65,0,48,0,BACKGROUND_ONLY_AFTER_POOL
851524.SI,257,0,172,0,BACKGROUND_ONLY_AFTER_POOL
851532.SI,209,1,142,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851533.SI,216,0,111,0,BACKGROUND_ONLY_AFTER_POOL
851534.SI,234,0,114,0,BACKGROUND_ONLY_AFTER_POOL
851542.SI,109,0,66,0,BACKGROUND_ONLY_AFTER_POOL
851543.SI,36,0,33,0,BACKGROUND_ONLY_AFTER_POOL
851563.SI,171,0,155,0,BACKGROUND_ONLY_AFTER_POOL
851564.SI,140,1,126,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851610.SI,69,0,44,0,BACKGROUND_ONLY_AFTER_POOL
851611.SI,195,0,140,0,BACKGROUND_ONLY_AFTER_POOL
851612.SI,124,0,123,0,BACKGROUND_ONLY_AFTER_POOL
851614.SI,216,1,177,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851616.SI,94,0,85,0,BACKGROUND_ONLY_AFTER_POOL
851617.SI,99,0,90,0,BACKGROUND_ONLY_AFTER_POOL
851631.SI,197,1,129,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851711.SI,148,0,110,0,BACKGROUND_ONLY_AFTER_POOL
851721.SI,108,0,108,0,BACKGROUND_ONLY_AFTER_POOL
851731.SI,168,0,96,0,BACKGROUND_ONLY_AFTER_POOL
851741.SI,70,0,51,0,BACKGROUND_ONLY_AFTER_POOL
851761.SI,114,0,105,0,BACKGROUND_ONLY_AFTER_POOL
851771.SI,73,0,73,0,BACKGROUND_ONLY_AFTER_POOL
851782.SI,129,0,123,0,BACKGROUND_ONLY_AFTER_POOL
851783.SI,71,0,69,0,BACKGROUND_ONLY_AFTER_POOL
851784.SI,77,0,77,0,BACKGROUND_ONLY_AFTER_POOL
851785.SI,211,0,177,0,BACKGROUND_ONLY_AFTER_POOL
851786.SI,42,0,42,0,BACKGROUND_ONLY_AFTER_POOL
851787.SI,59,0,59,0,BACKGROUND_ONLY_AFTER_POOL
851811.SI,258,1,124,1,PRECURSOR_THEN_SINGLE_COLLAPSE
851812.SI,171,0,163,0,BACKGROUND_ONLY_AFTER_POOL
851813.SI,104,0,104,0,BACKGROUND_ONLY_AFTER_POOL
851831.SI,136,0,136,0,BACKGROUND_ONLY_AFTER_POOL
851922.SI,214,0,201,0,BACKGROUND_ONLY_AFTER_POOL
851927.SI,138,0,135,0,BACKGROUND_ONLY_AFTER_POOL
851931.SI,238,0,142,0,BACKGROUND_ONLY_AFTER_POOL
851941.SI,37,0,37,0,BACKGROUND_ONLY_AFTER_POOL
852021.SI,144,0,123,0,BACKGROUND_ONLY_AFTER_POOL
852031.SI,257,0,221,0,BACKGROUND_ONLY_AFTER_POOL
852032.SI,101,0,101,0,BACKGROUND_ONLY_AFTER_POOL
852033.SI,78,0,42,0,BACKGROUND_ONLY_AFTER_POOL
852034.SI,197,0,188,0,BACKGROUND_ONLY_AFTER_POOL
852041.SI,64,0,64,0,BACKGROUND_ONLY_AFTER_POOL
852062.SI,95,0,92,0,BACKGROUND_ONLY_AFTER_POOL
852063.SI,127,0,111,0,BACKGROUND_ONLY_AFTER_POOL
852111.SI,16,0,16,0,BACKGROUND_ONLY_AFTER_POOL
852112.SI,157,0,131,0,BACKGROUND_ONLY_AFTER_POOL
852121.SI,47,0,44,0,BACKGROUND_ONLY_AFTER_POOL
852131.SI,156,0,152,0,BACKGROUND_ONLY_AFTER_POOL
852182.SI,139,0,105,0,BACKGROUND_ONLY_AFTER_POOL
852183.SI,71,0,71,0,BACKGROUND_ONLY_AFTER_POOL
852213.SI,208,0,167,0,BACKGROUND_ONLY_AFTER_POOL
852214.SI,181,0,172,0,BACKGROUND_ONLY_AFTER_POOL
852226.SI,257,0,115,0,BACKGROUND_ONLY_AFTER_POOL
852311.SI,249,0,231,0,BACKGROUND_ONLY_AFTER_POOL
857111.SI,106,0,90,0,BACKGROUND_ONLY_AFTER_POOL
857112.SI,119,0,110,0,BACKGROUND_ONLY_AFTER_POOL
857121.SI,124,0,114,0,BACKGROUND_ONLY_AFTER_POOL
857122.SI,169,0,167,0,BACKGROUND_ONLY_AFTER_POOL
857221.SI,181,1,134,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857236.SI,53,0,45,0,BACKGROUND_ONLY_AFTER_POOL
857241.SI,29,0,16,0,BACKGROUND_ONLY_AFTER_POOL
857242.SI,53,0,53,0,BACKGROUND_ONLY_AFTER_POOL
857243.SI,98,0,94,0,BACKGROUND_ONLY_AFTER_POOL
857244.SI,225,0,169,0,BACKGROUND_ONLY_AFTER_POOL
857251.SI,204,0,163,0,BACKGROUND_ONLY_AFTER_POOL
857261.SI,203,1,129,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857321.SI,231,0,160,0,BACKGROUND_ONLY_AFTER_POOL
857323.SI,199,0,184,0,BACKGROUND_ONLY_AFTER_POOL
857334.SI,54,0,54,0,BACKGROUND_ONLY_AFTER_POOL
857336.SI,201,0,164,0,BACKGROUND_ONLY_AFTER_POOL
857344.SI,228,1,144,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857352.SI,129,0,100,0,BACKGROUND_ONLY_AFTER_POOL
857354.SI,116,0,96,0,BACKGROUND_ONLY_AFTER_POOL
857355.SI,102,0,90,0,BACKGROUND_ONLY_AFTER_POOL
857362.SI,159,0,105,0,BACKGROUND_ONLY_AFTER_POOL
857371.SI,212,0,208,0,BACKGROUND_ONLY_AFTER_POOL
857372.SI,216,0,100,0,BACKGROUND_ONLY_AFTER_POOL
857373.SI,107,0,96,0,BACKGROUND_ONLY_AFTER_POOL
857375.SI,38,0,38,0,BACKGROUND_ONLY_AFTER_POOL
857381.SI,244,0,191,0,BACKGROUND_ONLY_AFTER_POOL
857382.SI,144,1,105,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857411.SI,82,0,80,0,BACKGROUND_ONLY_AFTER_POOL
857421.SI,254,1,114,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857431.SI,214,0,193,0,BACKGROUND_ONLY_AFTER_POOL
857451.SI,251,1,115,1,PRECURSOR_THEN_SINGLE_COLLAPSE
857641.SI,212,0,150,0,BACKGROUND_ONLY_AFTER_POOL
857651.SI,205,0,159,0,BACKGROUND_ONLY_AFTER_POOL
857661.SI,143,0,127,0,BACKGROUND_ONLY_AFTER_POOL
857674.SI,35,0,32,0,BACKGROUND_ONLY_AFTER_POOL
857691.SI,36,0,24,0,BACKGROUND_ONLY_AFTER_POOL
857692.SI,114,0,109,0,BACKGROUND_ONLY_AFTER_POOL
857821.SI,139,0,133,0,BACKGROUND_ONLY_AFTER_POOL
857831.SI,124,0,109,0,BACKGROUND_ONLY_AFTER_POOL
857841.SI,168,0,116,0,BACKGROUND_ONLY_AFTER_POOL
857851.SI,121,0,85,0,BACKGROUND_ONLY_AFTER_POOL
858811.SI,135,0,127,0,BACKGROUND_ONLY_AFTER_POOL
858812.SI,132,0,124,0,BACKGROUND_ONLY_AFTER_POOL
859511.SI,110,0,101,0,BACKGROUND_ONLY_AFTER_POOL
859512.SI,211,0,187,0,BACKGROUND_ONLY_AFTER_POOL
859521.SI,188,0,180,0,BACKGROUND_ONLY_AFTER_POOL
859621.SI,41,0,38,0,BACKGROUND_ONLY_AFTER_POOL
859622.SI,70,0,68,0,BACKGROUND_ONLY_AFTER_POOL
859631.SI,78,0,78,0,BACKGROUND_ONLY_AFTER_POOL
859632.SI,139,0,135,0,BACKGROUND_ONLY_AFTER_POOL
859633.SI,173,1,137,1,PRECURSOR_THEN_SINGLE_COLLAPSE
859711.SI,134,0,133,0,BACKGROUND_ONLY_AFTER_POOL
859712.SI,256,0,130,0,BACKGROUND_ONLY_AFTER_POOL
859713.SI,204,0,119,0,BACKGROUND_ONLY_AFTER_POOL
859714.SI,189,1,187,1,PRECURSOR_THEN_SINGLE_COLLAPSE
859721.SI,240,1,162,1,PRECURSOR_THEN_SINGLE_COLLAPSE
859811.SI,73,0,68,0,BACKGROUND_ONLY_AFTER_POOL
859821.SI,87,0,84,0,BACKGROUND_ONLY_AFTER_POOL
859822.SI,32,0,28,0,BACKGROUND_ONLY_AFTER_POOL
859852.SI,158,0,158,0,BACKGROUND_ONLY_AFTER_POOL
859951.SI,170,0,132,0,BACKGROUND_ONLY_AFTER_POOL
BK0420,5,0,4,0,BACKGROUND_ONLY_AFTER_POOL
BK0421,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0422,62,0,62,0,BACKGROUND_ONLY_AFTER_POOL
BK0424,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0425,30,0,30,0,BACKGROUND_ONLY_AFTER_POOL
BK0427,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0428,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0429,13,0,13,0,BACKGROUND_ONLY_AFTER_POOL
BK0433,43,0,42,0,BACKGROUND_ONLY_AFTER_POOL
BK0436,66,0,65,0,BACKGROUND_ONLY_AFTER_POOL
BK0438,26,0,16,0,BACKGROUND_ONLY_AFTER_POOL
BK0440,25,0,25,0,BACKGROUND_ONLY_AFTER_POOL
BK0447,13,0,13,0,BACKGROUND_ONLY_AFTER_POOL
BK0448,46,0,46,0,BACKGROUND_ONLY_AFTER_POOL
BK0450,58,0,58,0,BACKGROUND_ONLY_AFTER_POOL
BK0451,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK0454,42,1,27,1,PRECURSOR_THEN_SINGLE_COLLAPSE
BK0456,11,0,11,0,BACKGROUND_ONLY_AFTER_POOL
BK0457,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0458,11,0,7,0,BACKGROUND_ONLY_AFTER_POOL
BK0459,45,0,23,0,BACKGROUND_ONLY_AFTER_POOL
BK0465,27,0,14,0,BACKGROUND_ONLY_AFTER_POOL
BK0470,30,0,26,0,BACKGROUND_ONLY_AFTER_POOL
BK0471,67,0,66,0,BACKGROUND_ONLY_AFTER_POOL
BK0476,5,0,3,0,BACKGROUND_ONLY_AFTER_POOL
BK0477,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK0478,55,0,55,0,BACKGROUND_ONLY_AFTER_POOL
BK0479,32,0,26,0,BACKGROUND_ONLY_AFTER_POOL
BK0480,40,0,40,0,BACKGROUND_ONLY_AFTER_POOL
BK0481,38,0,21,0,BACKGROUND_ONLY_AFTER_POOL
BK0482,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK0484,62,0,62,0,BACKGROUND_ONLY_AFTER_POOL
BK0485,8,0,8,0,BACKGROUND_ONLY_AFTER_POOL
BK0486,58,0,58,0,BACKGROUND_ONLY_AFTER_POOL
BK0538,17,0,9,0,BACKGROUND_ONLY_AFTER_POOL
BK0539,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0545,50,0,21,0,BACKGROUND_ONLY_AFTER_POOL
BK0546,30,0,30,0,BACKGROUND_ONLY_AFTER_POOL
BK0725,2,0,2,0,BACKGROUND_ONLY_AFTER_POOL
BK0726,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0727,10,0,10,0,BACKGROUND_ONLY_AFTER_POOL
BK0728,21,0,21,0,BACKGROUND_ONLY_AFTER_POOL
BK0730,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK0731,5,0,5,0,BACKGROUND_ONLY_AFTER_POOL
BK0732,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK0733,21,0,21,0,BACKGROUND_ONLY_AFTER_POOL
BK0735,41,0,41,0,BACKGROUND_ONLY_AFTER_POOL
BK0737,47,1,20,1,PRECURSOR_THEN_SINGLE_COLLAPSE
BK0738,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0739,30,0,25,0,BACKGROUND_ONLY_AFTER_POOL
BK0740,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK0910,54,0,27,0,BACKGROUND_ONLY_AFTER_POOL
BK1015,10,0,9,0,BACKGROUND_ONLY_AFTER_POOL
BK1016,4,0,4,0,BACKGROUND_ONLY_AFTER_POOL
BK1017,22,0,22,0,BACKGROUND_ONLY_AFTER_POOL
BK1018,22,0,18,0,BACKGROUND_ONLY_AFTER_POOL
BK1019,15,0,11,0,BACKGROUND_ONLY_AFTER_POOL
BK1020,27,0,24,0,BACKGROUND_ONLY_AFTER_POOL
BK1027,60,0,58,0,BACKGROUND_ONLY_AFTER_POOL
BK1028,66,0,66,0,BACKGROUND_ONLY_AFTER_POOL
BK1029,2,0,2,0,BACKGROUND_ONLY_AFTER_POOL
BK1030,27,0,27,0,BACKGROUND_ONLY_AFTER_POOL
BK1031,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK1032,12,0,12,0,BACKGROUND_ONLY_AFTER_POOL
BK1033,21,0,21,0,BACKGROUND_ONLY_AFTER_POOL
BK1034,4,0,4,0,BACKGROUND_ONLY_AFTER_POOL
BK1035,2,0,2,0,BACKGROUND_ONLY_AFTER_POOL
BK1036,56,0,56,0,BACKGROUND_ONLY_AFTER_POOL
BK1037,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK1038,65,0,65,0,BACKGROUND_ONLY_AFTER_POOL
BK1039,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
BK1040,15,0,15,0,BACKGROUND_ONLY_AFTER_POOL
BK1041,28,0,20,0,BACKGROUND_ONLY_AFTER_POOL
BK1043,27,0,27,0,BACKGROUND_ONLY_AFTER_POOL
BK1044,30,0,30,0,BACKGROUND_ONLY_AFTER_POOL
BK1045,5,0,5,0,BACKGROUND_ONLY_AFTER_POOL
BK1046,1,0,1,0,BACKGROUND_ONLY_AFTER_POOL
